superhero,survival
Dr. Strange,0.6580744341481477
Captain America,0.6287729588802904
Captain America,0.5957340751774609
Captain America,0.8266590356361121
Dr. Strange,0.61604873719625175
Iron Man,0.8791108571458608
Dr. Strange,0.5598235458601266
Captain America,0.18565681902691722
Captain America,0.15248321765102446
Thor,0.11006668908521533
Dr. Strange,0.17980599193833768
Dr. Strange,0.1248598457314074
Hulk,0.6581736681982875
Captain America,0.3282187036238611
Captain America,0.9535112925805151
Captain America,0.5816258415579796
Thor,0.44661785336211324
Captain America,0.9576598787680268
Captain America,0.19973998190835118
Captain America,0.4606730081140995
Dr. Strange,0.561088505666703
Captain America,0.4234955753199756
Captain America,0.2292191837914288
Hulk,0.9981448168400675
Hulk,0.21092614624649286
Hulk,0.529943595873192
Black Widow,0.9761690511368215
Hulk,0.5937034955713898
Captain America,0.7727592464070767
Captain America,0.3363047919701785
Captain America,0.8817947646602988
Captain America,0.5474594025872648
Black Widow,0.015391690423712134
Iron Man,0.44436062104068696
Captain America,0.4919596971012652
Iron Man,0.32364845485426486
Captain America,0.09914361638948321
Captain America,0.4887503187637776
Black Widow,0.25495052128098905
Captain America,0.9241101236548275
Hulk,0.8524993013124913
Dr. Strange,0.721871119691059
Black Widow,0.6752168557140976
Hulk,0.8448822048958391
Captain America,0.48787618707865477
Thor,0.10780782299116254
Iron Man,0.025396506069228053
Captain America,0.4271336051169783
Captain America,0.1346435274463147
Iron Man,0.7774318675510585
Hulk,0.26772284461185336
Captain America,0.8178499781060964
Iron Man,0.9357870777603239
Dr. Strange,0.9062081321608275
Captain America,0.9500366498250514
Captain America,0.4463269014377147
Captain America,0.8995817573741078
Captain America,0.6881570015102625
Iron Man,0.492008700966835
Hulk,0.8596005970612168
Captain America,0.510951787699014
Iron Man,0.7322806539013982
Thor,0.043827268993481994
Captain America,0.3113540296908468
Captain America,0.08830585773102939
Hulk,0.942700031446293
Iron Man,0.872485936852172
Iron Man,0.8728946084156632
Captain America,0.8004356215242296
Captain America,0.44571500667370856
Iron Man,0.8930014565121382
Captain America,0.6589270322583616
Dr. Strange,0.5693916715681553
Captain America,0.5167633672244847
Captain America,0.990538791520521
Captain America,0.08924315171316266
Captain America,0.8232643040828407
Captain America,0.10761442128568888
Dr. Strange,0.9912769845686853
Dr. Strange,0.885749835986644
Captain America,0.9251129026524723
Captain America,0.9392865365371108
Dr. Strange,0.005111290141940117
Captain America,0.3227457485627383
Captain America,0.07070181844756007
Captain America,0.7059085299260914
Dr. Strange,0.16510338732041419
Iron Man,0.16021019057370722
Captain America,0.5844379630871117
Dr. Strange,0.7306878461968154
Black Widow,0.20329619571566582
Captain America,0.31666500051505864
Thor,0.27688233088701963
Captain America,0.3711480430793017
Captain America,0.7745531429536641
Iron Man,0.4956171256490052
Captain America,0.2302226817701012
Captain America,0.01601332612335682
Iron Man,0.38563642534427345
Thor,0.7443917056079954
Captain America,0.6301103732548654
Captain America,0.4292078260332346
Thor,0.9008403292391449
Captain America,0.9335692850872874
Captain America,0.11458252789452672
Dr. Strange,0.7214140272699296
Captain America,0.41824497911147773
Dr. Strange,0.4279602316673845
Thor,0.340496200369671
Captain America,0.9642167806159705
Dr. Strange,0.6674935384653509
Captain America,0.9782439351547509
Iron Man,0.33576688962057233
Dr. Strange,0.13272428326308727
Captain America,0.017187974182888865
Hulk,0.9504427339415997
Thor,0.5764013775624335
Captain America,0.34743460547178984
Captain America,0.092456279322505
Iron Man,0.9052670132368803
Iron Man,0.06194948265329003
Captain America,0.5028592238668352
Black Widow,0.35662969411350787
Captain America,0.3338281612377614
Captain America,0.10424228059127927
Iron Man,0.7155939191579819
Dr. Strange,0.03909089579246938
Hulk,0.5474802684038877
Captain America,0.26568165025673807
Thor,0.09282238269224763
Iron Man,0.958608552115038
Iron Man,0.8494536150246859
Captain America,0.8226156958844513
Hulk,0.1919643464498222
Iron Man,0.46580494684167206
Captain America,0.8461956442333758
Captain America,0.39912290987558663
Thor,0.21761515247635543
Captain America,0.3216408509761095
Black Widow,0.37410407164134085
Black Widow,0.432239429326728
Captain America,0.7857162775471807
Black Widow,0.9244358856230974
Hulk,0.8394667964894325
Thor,0.7262144554406404
Black Widow,0.8258548718877137
Captain America,0.8257397047709674
Black Widow,0.23710439587011933
Captain America,0.1780221143271774
Hulk,0.7147446759045124
Captain America,0.02412717556580901
Dr. Strange,0.9949846197851002
Dr. Strange,0.41640286333858967
Dr. Strange,0.08843834255822003
Captain America,0.43834738503210247
Dr. Strange,0.3208018725272268
Iron Man,0.7185705224983394
Hulk,0.574378110235557
Iron Man,0.664128165692091
Captain America,0.4581350067164749
Iron Man,0.7152437251061201
Hulk,0.9112662891857326
Captain America,0.7309981663711369
Captain America,0.8568398230709136
Captain America,0.5027301562950015
Iron Man,0.5600302328821272
Dr. Strange,0.7058626930229366
Hulk,0.9983198072295636
Black Widow,0.2878248125780374
Iron Man,0.6571168769150972
Dr. Strange,0.308070189319551
Captain America,0.7090609965380281
Dr. Strange,0.7029380085878074
Captain America,0.5214613727293909
Thor,0.21558313770219684
Thor,0.10508187557570636
Captain America,0.8199507398530841
Captain America,0.5364359479863197
Captain America,0.687758305342868
Black Widow,0.018022666918113828
Captain America,0.24154398683458567
Captain America,0.8670345132704824
Captain America,0.8664056805428118
Captain America,0.26654010359197855
Black Widow,0.13820096757262945
Captain America,0.8310416582971811
Thor,0.32022738293744624
Captain America,0.7562359792646021
Dr. Strange,0.9600480636581779
Dr. Strange,0.7923367291223258
Captain America,0.5242008650675416
Thor,0.015240024076774716
Captain America,0.35277295717969537
Iron Man,0.820604152046144
Thor,0.0421798259485513
Hulk,0.10399869247339666
Captain America,0.1457286225631833
Thor,0.7032696201931685
Dr. Strange,0.15062681236304343
Captain America,0.24975996697321534
Captain America,0.7916290056891739
Captain America,0.9890182262752205
Captain America,0.47873109322972596
Captain America,0.5159431349020451
Captain America,0.5081801111809909
Iron Man,0.7344900032039732
Hulk,0.958544599590823
Captain America,0.7498465622775257
Captain America,0.9347408134490252
Captain America,0.7915400599595159
Captain America,0.14053448010236025
Dr. Strange,0.4805264400783926
Thor,0.19418314914219081
Thor,0.27951318374834955
Hulk,0.9898485837038606
Dr. Strange,0.11995734996162355
Captain America,0.633229382801801
Iron Man,0.47667514835484326
Dr. Strange,0.31994450301863253
Iron Man,0.7628352928441018
Dr. Strange,0.652950935298577
Captain America,0.39208122668787837
Captain America,0.3006788429338485
Captain America,0.08371258131228387
Captain America,0.7301472495310009
Dr. Strange,0.5885752004105598
Hulk,0.7821318577043712
Dr. Strange,0.5415562251582742
Dr. Strange,0.23956786701455712
Thor,0.93487154901959
Dr. Strange,0.2556534989271313
Thor,0.8282714150846004
Black Widow,0.54657665011473
Hulk,0.15604808717034757
Captain America,0.840349717065692
Dr. Strange,0.05379715142771602
Captain America,0.2832212911453098
Thor,0.6387473829090595
Captain America,0.4886540877632797
Thor,0.005358445690944791
Captain America,0.9758930059615523
Iron Man,0.10541669023223221
Captain America,0.7410203989129514
Hulk,0.9783278992399573
Captain America,0.9518380432855338
Black Widow,0.7969343669246882
Dr. Strange,0.5484312623739243
Iron Man,0.9181892958004028
Captain America,0.3442785288207233
Iron Man,0.9574349063914269
Captain America,0.7796488865278661
Hulk,0.13316627405583858
Captain America,0.9729455432388932
Captain America,0.6349049389827996
Dr. Strange,0.36596136982552707
Captain America,0.010115704499185085
Iron Man,0.14314088923856616
Dr. Strange,0.41292518260888755
Captain America,0.056213795905932784
Captain America,0.7723050736822188
Hulk,0.1764515487011522
Captain America,0.028192181838676333
Thor,0.7097583191934973
Captain America,0.8007606663741171
Black Widow,0.6349094901233912
Black Widow,0.8212182007264346
Captain America,0.6873504840768874
Dr. Strange,0.9817860848270357
Hulk,0.4234528001397848
Captain America,0.6210040932055563
Dr. Strange,0.12506557325832546
Hulk,0.8958673907909542
Black Widow,0.07625001529231668
Captain America,0.2701201855670661
Captain America,0.9627623930573463
Hulk,0.22871570196002722
Captain America,0.12804722203873098
Iron Man,0.12195843225345016
Thor,0.031895881751552224
Dr. Strange,0.5092297969385982
Captain America,0.9984832790214568
Captain America,0.19914069445803761
Iron Man,0.16271378775127232
Captain America,0.09368889895267785
Iron Man,0.19569522282108665
Black Widow,0.40173761593177915
Captain America,0.14141269028186798
Black Widow,0.18395326379686594
Captain America,0.6844879400450736
Captain America,0.4361058094073087
Captain America,0.3617295902222395
Captain America,0.2058855309151113
Dr. Strange,0.3719456426333636
Captain America,0.5140017247758806
Hulk,0.8265543323941529
Captain America,0.553766324184835
Captain America,0.6229293977376074
Captain America,0.953882685629651
Captain America,0.5994614558294415
Captain America,0.8587125460617244
Captain America,0.11084327381104231
Captain America,0.04657716932706535
Black Widow,0.6812215663958341
Captain America,0.002244206378236413
Captain America,0.08761911001056433
Black Widow,0.8785316161811352
Thor,0.019178654765710235
Black Widow,0.28611067752353847
Captain America,0.19908562139607966
Hulk,0.6245536755304784
Hulk,0.06827435782179236
Hulk,0.975228819064796
Captain America,0.4113331325352192
Captain America,0.8846878709737211
Captain America,0.6972874070052058
Dr. Strange,0.17111640865914524
Thor,0.7188051948323846
Hulk,0.9728075386956334
Iron Man,0.9305929478723556
Captain America,0.5052817021496594
Captain America,0.84501096396707
Captain America,0.08848032099194825
Captain America,0.13017106987535954
Captain America,0.12170990323647857
Captain America,0.9957286049611866
Dr. Strange,0.8913590894080698
Captain America,0.19413247471675277
Captain America,0.10840280284173787
Black Widow,0.26753554213792086
Dr. Strange,0.22765528038144112
Captain America,0.5957934309262782
Captain America,0.37589318468235433
Captain America,0.7143022713717073
Captain America,0.44490919495001435
Thor,0.2134918358642608
Hulk,0.9945024768821895
Iron Man,0.10587538778781891
Hulk,0.8694247542880476
Hulk,0.6943303495645523
Captain America,0.8584515454713255
Thor,0.8896441617980599
Captain America,0.5048828111030161
Hulk,0.0790052090305835
Thor,0.347497834591195
Captain America,0.9474136419594288
Captain America,0.21766760596074164
Dr. Strange,0.9981328796129674
Captain America,0.709218661300838
Dr. Strange,0.79879688937217
Iron Man,0.3992082495242357
Dr. Strange,0.8636738767381757
Captain America,0.17913149646483362
Captain America,0.04355042241513729
Hulk,0.8842394188977778
Thor,0.13586575002409518
Hulk,0.8908859970979393
Captain America,0.0026280435267835855
Black Widow,0.25482448912225664
Captain America,0.9421292126644403
Thor,0.26603107107803226
Captain America,0.26478125201538205
Dr. Strange,0.7181661818176508
Captain America,0.7843462964519858
Hulk,0.8578290953300893
Captain America,0.09656064328737557
Iron Man,0.021386300679296255
Captain America,0.4595331368036568
Iron Man,0.4849449759349227
Dr. Strange,0.5482501757796854
Thor,0.12149106664583087
Captain America,0.4763690473046154
Hulk,0.023811501916497946
Captain America,0.9107984411530197
Captain America,0.6952900087926537
Iron Man,0.7098504318855703
Iron Man,0.9699455474037677
Captain America,0.18803405156359076
Captain America,0.4432995787356049
Captain America,0.3426485878881067
Black Widow,0.012029758654534817
Dr. Strange,0.2346334895119071
Iron Man,0.8030230298172683
Dr. Strange,0.985808877972886
Thor,0.04397306963801384
Hulk,0.06525098206475377
Captain America,0.7942610911559314
Captain America,0.1746523012407124
Dr. Strange,0.5968680812511593
Captain America,0.829275079537183
Thor,0.5314966158475727
Captain America,0.07711150590330362
Captain America,0.04080382105894387
Captain America,0.5500062454957515
Dr. Strange,0.4185849758796394
Dr. Strange,0.40862045902758837
Captain America,0.8198514576070011
Captain America,0.2770876206923276
Black Widow,0.5426448208745569
Iron Man,0.10731290094554424
Dr. Strange,0.672060263575986
Thor,0.21765451901592314
Captain America,0.6222285078838468
Hulk,0.1591011374257505
Thor,0.10570403817109764
Hulk,0.5763568619731814
Captain America,0.05644636740908027
Captain America,0.355468018213287
Thor,0.4388406206853688
Dr. Strange,0.5976013666950166
Dr. Strange,0.45098372315987945
Captain America,0.9661767242942005
Thor,0.16334765031933784
Captain America,0.863813515054062
Dr. Strange,0.4362574212718755
Captain America,0.4570825782138854
Captain America,0.3258744962513447
Iron Man,0.0034124788362532854
Thor,0.4102012652438134
Captain America,0.6650123160798103
Captain America,0.7438560028094798
Captain America,0.6833556643687189
Captain America,0.5462736247573048
Dr. Strange,0.5659936429001391
Iron Man,0.3962502779904753
Thor,0.47266174922697246
Thor,0.8889049233403057
Dr. Strange,0.03849621652625501
Hulk,0.7261317681986839
Captain America,0.2274524997919798
Captain America,0.6201735124923289
Hulk,0.035998212872073054
Captain America,0.9004551230464131
Captain America,0.8083129683509469
Hulk,0.4324300582520664
Captain America,0.8632315702270716
Captain America,0.015769827645272017
Captain America,0.1757714692503214
Captain America,0.10509268543682992
Captain America,0.11410873360000551
Hulk,0.3403938375413418
Captain America,0.7483266715425998
Iron Man,0.27398912771604955
Dr. Strange,0.7350004955660552
Hulk,0.8128157102037221
Dr. Strange,0.5536494283005595
Captain America,0.8640882386825979
Black Widow,0.8665458783507347
Captain America,0.34698313660919666
Iron Man,0.8654877818189561
Captain America,0.3702613248024136
Iron Man,0.5859042629599571
Hulk,0.8641816466115415
Captain America,0.7236327140126377
Captain America,0.26969305728562176
Captain America,0.6672484343871474
Captain America,0.5054099354892969
Dr. Strange,0.1599213562440127
Captain America,0.6083587727043778
Captain America,0.5741791645996273
Thor,0.19879797706380486
Dr. Strange,0.4224702555220574
Captain America,0.16931172623299062
Captain America,0.5904661847744137
Iron Man,0.8640757398679852
Hulk,0.058950267964974046
Thor,0.5334623195230961
Iron Man,0.19293212099000812
Thor,0.7366812573745847
Captain America,0.32272652606479824
Dr. Strange,0.9495851718820632
Captain America,0.963969788281247
Captain America,0.8332563736476004
Dr. Strange,0.03719979524612427
Captain America,0.9209111311938614
Captain America,0.319049937883392
Iron Man,0.5461946269497275
Captain America,0.2595677466597408
Captain America,0.5142746395431459
Dr. Strange,0.28571062348783016
Dr. Strange,0.31998456339351833
Captain America,0.7878902950324118
Captain America,0.01194001198746264
Iron Man,0.3134070986416191
Captain America,0.29188229888677597
Dr. Strange,0.5502245228271931
Captain America,0.7193948845379055
Thor,0.9537787635345012
Captain America,0.6007404658012092
Captain America,0.2940280984621495
Captain America,0.6338793630711734
Thor,0.9495784002356231
Black Widow,0.5042316131293774
Captain America,0.24494009534828365
Captain America,0.31360323494300246
Captain America,0.6686393131967634
Hulk,0.49359721480868757
Captain America,0.18173457775264978
Hulk,0.3605669313110411
Iron Man,0.2912975822109729
Dr. Strange,0.4093721315730363
Captain America,0.48726118402555585
Thor,0.33433461864478886
Thor,0.6780088464729488
Captain America,0.5692866803146899
Iron Man,0.5916088416706771
Captain America,0.045074718073010445
Thor,0.7958506904542446
Dr. Strange,0.7393993844743818
Hulk,0.6867918856441975
Captain America,0.7926312247291207
Black Widow,0.7914027648512274
Hulk,0.9259585668332875
Iron Man,0.4086054165381938
Captain America,0.456345816841349
Thor,0.0921023681294173
Captain America,0.22018063953146338
Captain America,0.927289544371888
Hulk,0.18593476084060967
Hulk,0.3092831168323755
Hulk,0.5816670602653176
Captain America,0.5529525517486036
Captain America,0.8442156247328967
Hulk,0.44454937102273107
Iron Man,0.5161913011688739
Dr. Strange,0.9136307290755212
Captain America,0.8428968575317413
Captain America,0.19635326671414077
Captain America,0.7490657716989517
Captain America,0.17126369895413518
Hulk,0.20583125832490623
Captain America,0.733136712340638
Captain America,0.554173689102754
Iron Man,0.9437967939302325
Captain America,0.8053106481675059
Thor,0.2509286089334637
Captain America,0.46023745159618556
Captain America,0.10534686222672462
Iron Man,0.5020819997880608
Captain America,0.6469977230299264
Iron Man,0.973260868806392
Captain America,0.21996170561760664
Dr. Strange,0.8423596594948322
Captain America,0.8246575312223285
Iron Man,0.6758046853356063
Captain America,0.27079833927564323
Captain America,0.314904673025012
Captain America,0.09732151194475591
Black Widow,0.29556716745719314
Thor,0.2269524137955159
Captain America,0.7352779065258801
Black Widow,0.7806112414691597
Captain America,0.3333454318344593
Hulk,0.9827888165600598
Dr. Strange,0.02742024278268218
Iron Man,0.19108633464202285
Hulk,0.2675209396984428
Captain America,0.4153846495319158
Black Widow,0.14934831904247403
Thor,0.9710128984879702
Captain America,0.13116434402763844
Dr. Strange,0.5637094303965569
Iron Man,0.24001074582338333
Dr. Strange,0.45339067676104605
Captain America,0.7471315483562648
Captain America,0.968782402575016
Captain America,0.48919746186584234
Black Widow,0.3271220913156867
Iron Man,0.21797900181263685
Captain America,0.534628989174962
Dr. Strange,0.8405032160226256
Hulk,0.7811409377027303
Dr. Strange,0.39307896443642676
Captain America,0.1808024412021041
Captain America,0.39878173521719873
Captain America,0.9019269370473921
Captain America,0.22478736424818635
Dr. Strange,0.40496441745199263
Hulk,0.02163916197605431
Thor,0.11901638959534466
Dr. Strange,0.5072254687547684
Thor,0.7541951241437346
Captain America,0.43751856544986367
Captain America,0.820230383425951
Captain America,0.9951319738756865
Captain America,0.8998733013868332
Thor,0.06440859474241734
Dr. Strange,0.9718102617189288
Iron Man,0.5520417250227183
Black Widow,0.9427002656739205
Dr. Strange,0.04919078224338591
Captain America,0.08733291737735271
Captain America,0.48054143274202943
Captain America,0.36543795675970614
Captain America,0.3522192439995706
Captain America,0.829667093930766
Dr. Strange,0.8833542978391051
Captain America,0.6665071386378258
Iron Man,0.17446346441283822
Dr. Strange,0.37915556435473263
Thor,0.8114650065544993
Iron Man,0.7730377714615315
Dr. Strange,0.3817116206046194
Dr. Strange,0.7753745808731765
Captain America,0.6110729307401925
Captain America,0.18833541381172836
Captain America,0.44726156000979245
Dr. Strange,0.6229219906963408
Dr. Strange,0.10270952479913831
